name,property_type,room_type,bedrooms,beds,bed_type,bathrooms,minimum_nights,maximum_nights,cancellation_policy,price,security_deposit,cleaning_fee,extra_people,guests_included,street,sub_urban,government_area,country_code,market,latitude,longitude,host_id,host_name,host_location,host_neighbourhood,host_identity_verified,host_is_superhost,host_response_rate,avilability_30,avilability_60,avilability_90,avilability_365,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating,total_reviews
Wheelchair Accessible Private Room,House,Private room,1.0,2,Real Bed,1.5,2,1125,strict_14_with_grace_period,119.0,500.0,30.0,20,2,"Colyton, NSW, Australia",,Penrith,AU,Sydney,-33.78762,150.80185,239658918,Paul,"Sydney, New South Wales, Australia",-,no,no,0.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Triple Room (Private Bathroom) 3 人套房,Apartment,Private room,1.0,3,Real Bed,1.0,1,1125,strict_14_with_grace_period,440.0,0.0,0.0,0,3,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,HK,Hong Kong,22.32028,114.17043,30098437,Dragon Hostel,Hong kong,Mong Kok,yes,no,92.0,24,54,84,359,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
180 Degree Bosphorus View Apt with Balconies,Apartment,Entire home/apt,3.0,3,Real Bed,2.0,1,1125,super_strict_30,1698.0,0.0,0.0,0,5,"Istanbul, Turkey",Beyoglu,Beyoglu,TR,Istanbul,41.03375,28.99228,1542021,İlhan,"Istanbul, Istanbul, Turkey",Taksim,no,yes,100.0,3,32,58,253,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Roomlord Single Capsule 7B - Mixed,Apartment,Shared room,1.0,1,Real Bed,1.0,1,30,strict_14_with_grace_period,526.0,0.0,0.0,0,1,"Hong Kong, Kowloon, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,HK,Hong Kong,22.30188,114.17453,237936129,Roomlord - Capsule Hotel 旅房 - 膠囊酒店,"Kowloon, Hong Kong",Tsim Sha Tsui,no,no,100.0,18,31,61,336,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Beautiful apartment froint to the beach with pool,Condominium,Entire home/apt,3.0,5,Real Bed,2.0,2,20,flexible,79.0,0.0,0.0,0,1,"Porto, Porto, Portugal",,Azurara,PT,Porto,41.33845,-8.7396,207381943,Joaquim,"Porto District, Portugal",-,no,no,100.0,23,53,83,84,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Copacabana Apartment Near Beach and Subway,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,3,1125,strict_14_with_grace_period,149.0,0.0,127.0,0,1,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,BR,Rio De Janeiro,-22.977490594170355,-43.191698939340746,8970954,Claudio,"Pescara, Abruzzo, Italy",Copacabana,no,yes,100.0,20,50,80,355,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Vem pro Flamengo!,Apartment,Private room,1.0,1,Real Bed,1.0,2,10,flexible,71.0,0.0,70.0,0,1,"Flamengo, Rio de Janeiro, Brazil",Flamengo,Flamengo,BR,Rio De Janeiro,-22.937471050205005,-43.174561567332894,98286732,Rhayssa,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Flamengo,no,no,100.0,14,44,74,349,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Awesome house in the west side of Rio de Janeiro,House,Entire home/apt,4.0,4,Real Bed,3.0,2,1125,strict_14_with_grace_period,392.0,0.0,150.0,50,4,"Barra de Guaratiba, Rio de Janeiro, Brazil",Barra de Guaratiba,Barra de Guaratiba,BR,Other (International),-23.064334319655416,-43.567711135204846,135396948,Adriana,"Barra de Guaratiba, State of Rio de Janeiro, Brazil",Barra de Guaratiba,no,no,100.0,30,60,90,90,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
尖沙咀·【summer 】獨立舒適雙人房·近紅磡體育館和美麗華·The one·樓下韓食街,House,Private room,0.0,1,Real Bed,1.0,1,1125,flexible,581.0,0.0,0.0,0,1,"尖沙咀, 九龍, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,HK,Hong Kong,22.29923,114.17949,168079683,Todd,China,Tsim Sha Tsui,no,no,100.0,19,45,68,158,10,10,6,8,10,8,80,189
"Bright, Clean, Quiet, Modern",House,Private room,1.0,1,Real Bed,1.0,5,30,strict_14_with_grace_period,65.0,100.0,0.0,30,1,"Honolulu, HI, United States",South Shore,Primary Urban Center,US,Oahu,21.29851,-157.79174,16217332,Marcia,"Honolulu, Hawaii, United States",Palolo,no,yes,100.0,5,26,56,260,10,10,10,10,9,10,97,31041
Suíte privada,Apartment,Private room,1.0,2,Real Bed,1.0,1,14,flexible,78.0,0.0,0.0,55,1,"Vila Isabel, Rio de Janeiro, Brazil",Vila Isabel,Vila Isabel,BR,Rio De Janeiro,-22.915700918936974,-43.25423837247646,239979107,Marina,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Vila Isabel,no,no,78.0,24,54,84,264,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
PRIVATE TERRACE *** 3 ROOM *** TAKSIM,Apartment,Entire home/apt,2.0,6,Real Bed,1.0,3,79,strict_14_with_grace_period,448.0,0.0,60.0,60,3,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,TR,Istanbul,41.0344,28.98759,11628655,Ozde And Omer,istanbul,Karaköy,yes,no,100.0,6,11,26,297,10,10,10,10,10,10,100,792
Copacabana - Beautiful Small Place,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,30,1125,moderate,601.0,0.0,80.0,0,1,"Rio, Rio de Janeiro, Brazil",Copacabana,Copacabana,BR,Rio De Janeiro,-22.983884115391255,-43.194110591711386,15022056,RenataDiamante,"Rio, Rio de Janeiro, Brazil",Copacabana,no,no,0.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Classic French Villa with 4 Parkinks (7# Room),Villa,Private room,1.0,1,Real Bed,1.0,1,1125,flexible,55.0,0.0,20.0,10,2,"Montreal , Québec, Canada",Mont-Royal,Mont-Royal,CA,Montreal,45.52531,-73.64385,232286931,Deng,"Montreal, Quebec, Canada",-,no,no,100.0,29,59,89,179,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
地鐵上蓋單間短租,House,Private room,2.0,1,Real Bed,1.0,1,30,flexible,243.0,0.0,0.0,0,1,"Tsuen Shek Shan, Kowloon, Hong Kong",Choi Hung,Wong Tai Sin,HK,Hong Kong,22.33709,114.20626,239701788,Ivy,HK,Choi Hung,no,no,70.0,0,9,39,39,10,8,10,10,10,10,100,166
Welcome to my sweet home!!,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,3,1125,strict_14_with_grace_period,353.0,0.0,0.0,100,2,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,HK,Hong Kong,22.32224,114.1697,113625018,Shirely,"Hong Kong, Hong Kong",-,no,no,100.0,12,12,12,51,8,8,10,10,10,8,100,570
The Main St-Laurent by Liv MTL - 307,Apartment,Entire home/apt,2.0,3,Real Bed,1.0,2,1125,strict_14_with_grace_period,199.0,299.0,89.0,29,4,"Montréal, QC, Canada",Le Plateau,Le Plateau-Mont-Royal,CA,Montreal,45.51503,-73.57141,73995257,Liv MTL,"Montreal, Québec, Canada",Le Plateau,no,yes,100.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Family Apartment with Balcony in Gracia - 1821,Serviced apartment,Entire home/apt,3.0,4,Real Bed,1.0,3,1125,moderate,200.0,200.0,45.0,14,2,"Barcelona, Catalunya, Spain",Vila de Gràcia,la Vila de Gràcia,ES,Barcelona,41.4073,2.15168,238724735,BBarcelona Apartments,ES,Vallcarca i els Penitents,no,no,76.0,6,15,42,224,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Bolhão 424 · Brand New apt @CityCenter - AC+washer,Apartment,Entire home/apt,2.0,4,Real Bed,1.0,2,1125,moderate,54.0,100.0,20.0,0,4,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PT,Porto,41.15055,-8.60461,101838501,Porto City Hosts,"Porto, Porto District, Portugal",-,yes,no,100.0,9,30,60,311,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Ideal apartment for families. With gorgeous views,Apartment,Entire home/apt,3.0,4,Real Bed,1.0,31,1125,flexible,40.0,200.0,75.0,0,1,"Barcelona, Catalunya, Spain",Horta-Guinardó,la Vall d'Hebron,ES,Barcelona,41.43322,2.15006,138009034,Fernando,ES,El Poble-sec,no,no,100.0,18,48,78,320,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Pardal Apartment by JC,Apartment,Entire home/apt,6.0,10,Real Bed,2.5,2,1125,flexible,209.0,0.0,0.0,0,1,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PT,Porto,41.15322,-8.60653,240218362,José Manuel,PT,-,no,no,100.0,24,47,67,327,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
SUITE 2: Next2 SouthPacificHotel,Apartment,Private room,1.0,1,Real Bed,1.0,1,14,strict_14_with_grace_period,1005.0,1178.0,314.0,118,1,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,HK,Hong Kong,22.27599,114.17976,1375696,C S,"Wan Chai, Hong Kong Island, Hong Kong",Wan Chai,yes,no,100.0,9,20,50,50,8,8,9,9,9,8,86,11182
"Bosphorusbridge view, high ceiling,balcony  12sq",Apartment,Entire home/apt,0.0,1,Real Bed,1.0,4,21,flexible,248.0,0.0,0.0,0,1,"Beyoğlu, İstanbul, Turkey",Cihangir,Beyoglu,TR,Istanbul,41.03092,28.98694,93356742,Ebru,"Istanbul, İstanbul, Turkey",-,yes,no,0.0,27,57,87,177,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Quiet and clean apartment.,Apartment,Private room,1.0,1,Real Bed,1.0,5,30,flexible,43.0,0.0,0.0,0,1,"Brighton-Le-Sands, NSW, Australia",Brighton-Le-Sands,Rockdale,AU,Sydney,-33.9577,151.15599,57708968,Marlize,"Sydney, New South Wales, Australia",-,no,no,0.0,0,0,0,0,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
CHAMBRE NON FUMEUR AVEC SA CLÉ (FEMALE ONLY),Apartment,Private room,1.0,1,Real Bed,1.0,2,30,flexible,35.0,0.0,0.0,0,1,"Montréal, Québec, Canada",Cote-des-Neiges-Notre-Dame-de-Grace,Côte-des-Neiges-Notre-Dame-de-Grâce,CA,Montreal,45.49398,-73.62691,240610820,Marie,CA,Cote-des-Neiges,no,no,67.0,9,31,39,39,not_available,not_available,not_available,not_available,not_available,not_available,not_available,251
香港傳統唐樓@時尚空間 RA 房大雙人床,Condominium,Private room,1.0,1,Real Bed,1.0,28,1125,flexible,283.0,5000.0,200.0,50,1,"佐敦, 九龍, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,HK,Hong Kong,22.30776,114.16934,165096363,Phy,"Hong Kong, Hong Kong",-,no,no,100.0,0,0,16,106,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Apartamento Novo - Barra da Tijuca,Apartment,Entire home/apt,2.0,3,Real Bed,1.0,4,30,strict_14_with_grace_period,798.0,0.0,210.0,0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Jacarepaguá,BR,Rio De Janeiro,-22.967728541258357,-43.39617818638937,12844936,Fabio Tadeu,"Rio, Rio de Janeiro, Brazil",-,yes,no,90.0,15,45,75,350,9,9,9,9,9,9,87,1857
"Modern & Cozy 2BR apartment@ Nathan Road, 5-6 pax",Apartment,Entire home/apt,2.0,4,Real Bed,1.5,1,1125,strict_14_with_grace_period,801.0,0.0,150.0,50,4,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,HK,Hong Kong,22.31342,114.17021,240526225,Danish,"Hong Kong Island, Hong Kong",Mong Kok,no,no,100.0,0,4,28,28,10,10,10,10,10,10,100,661
Splendid uptown suites at Times Square!銅鑼灣舒適大房,Apartment,Entire home/apt,2.0,4,Real Bed,1.0,2,30,strict_14_with_grace_period,1052.0,0.0,380.0,100,4,"Hong Kong, Hong Kong Island, Hong Kong",Causeway Bay,Wan Chai,HK,Hong Kong,22.27705,114.18218,30703209,Simon,"Hong Kong Island, Hong Kong",Causeway Bay,no,yes,98.0,5,14,44,44,10,8,10,10,10,10,100,253
Amazing vintage art Work space in old city center,Guest suite,Private room,1.0,1,Real Bed,2.0,32,1125,flexible,180.0,150.0,25.0,50,2,"Barcelona, Catalunya, Spain",Sant Pere/Santa Caterina,"Sant Pere, Santa Caterina i la Ribera",ES,Barcelona,41.38497,2.17991,96925856,Josie,"Collado Villalba, Comunidad de Madrid, Spain",El Born,yes,yes,100.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Melhor lugar para aproveitar o Rio!!! Sol e Mar!!,Apartment,Entire home/apt,2.0,2,Real Bed,2.0,3,6,flexible,392.0,1000.0,190.0,0,1,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,BR,Rio De Janeiro,-22.986312099814512,-43.19026723485284,240779358,Cristiane,BR,Copacabana,no,no,0.0,23,53,72,72,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"A hidden gem, 8 min from Causeway Bay",Apartment,Entire home/apt,1.0,1,Real Bed,1.0,1,1125,moderate,502.0,0.0,420.0,0,1,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,HK,Hong Kong,22.27229,114.18328,240783062,Amanda,"Hong Kong, Hong Kong",Happy Valley,no,no,100.0,6,6,18,76,10,9,10,10,9,9,90,561
Cozy Apartment by the BEACH! Perfect Holidays!,Apartment,Entire home/apt,1.0,2,Real Bed,1.0,4,1125,strict_14_with_grace_period,50.0,0.0,0.0,0,1,"Vila do Conde, Porto, Portugal",,Vila do Conde,PT,Porto,41.35131,-8.75175,223474714,Pedro,PT,-,no,no,0.0,0,16,46,226,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Well-designed cozy home in the heart of city,Serviced apartment,Private room,1.0,1,Real Bed,1.0,1,1125,flexible,148.0,0.0,50.0,60,1,"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,TR,Istanbul,41.03183,28.9859,15632233,Eylem,"Beyoğlu, Istanbul, Turkey",Cihangir,no,no,70.0,23,53,83,126,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
The best point at Barra da Tijuca!,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,2,90,moderate,108.0,0.0,210.0,45,2,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,BR,Rio De Janeiro,-23.003354541765756,-43.32724684631953,7578952,Bruno,"São Paulo, São Paulo, Brazil",Barra da Tijuca,yes,yes,100.0,24,54,84,174,10,10,10,10,10,9,98,9372
2#Double Suite with bathroom A/C,Apartment,Private room,1.0,1,Real Bed,1.0,1,1125,strict_14_with_grace_period,50.0,0.0,20.0,0,1,"Barcelona, Catalunya, Spain",Sant Pere/Santa Caterina,"Sant Pere, Santa Caterina i la Ribera",ES,Barcelona,41.38359,2.1848,150795362,Cristina And Lorenzo,"Barcelona, Catalonia, Spain",-,no,yes,100.0,13,30,60,208,10,10,10,10,10,10,100,2
Vizinhando 2,House,Private room,0.0,1,Real Bed,1.0,1,1125,flexible,75.0,0.0,0.0,0,1,"Rio de Janeiro , Rio de Janeiro, Brazil",Benfica,Benfica,BR,Rio De Janeiro,-22.898493891099466,-43.240942939170125,153578004,Juliana,"Rio de Janeiro, State of Rio de Janeiro, Brazil",-,no,no,54.0,12,42,72,162,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Amazing&Cozy 2BDR!Step to JULEP!Convenient transit,Apartment,Entire home/apt,2.0,2,Real Bed,1.0,2,1084,flexible,75.0,500.0,83.0,30,1,"Montréal, Québec, Canada",Saint-Laurent,Saint-Laurent,CA,Montreal,45.50325,-73.6746,205274073,William,CA,LaSalle,no,yes,100.0,30,60,90,296,9,9,8,9,10,9,87,1070
"Sagrada Familia Church, Barcelona",Apartment,Entire home/apt,3.0,5,Real Bed,2.0,1,180,moderate,98.0,0.0,40.0,20,6,"Barcelona, CT, Spain",Sant Martí,el Camp de l'Arpa del Clot,ES,Barcelona,41.41044,2.17854,36113926,Chela,"Barcelona, Catalonia, Spain",-,no,no,96.0,2,12,22,107,10,6,10,10,10,6,80,2
007 Residence (13) - Enjoy the great open view,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,1,1125,flexible,169.0,0.0,0.0,0,1,"Beşiktaş, İstanbul, Turkey",Beşiktaş,Besiktas,TR,Istanbul,41.05594,29.00222,36410020,Elma,"Istanbul, Turkey",Beşiktaş,no,no,100.0,18,43,49,194,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"Apto Deslumbrante vista , um aquário  de03 quartos",Apartment,Entire home/apt,3.0,3,Real Bed,2.0,4,30,flexible,2301.0,0.0,0.0,0,1,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,BR,Rio De Janeiro,-22.97184937684447,-43.18314519761167,48720390,Fariza,BR,Copacabana,yes,no,75.0,12,36,66,66,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Rolls villa 勞斯花園,Farm stay,Private room,1.0,3,Real Bed,1.0,1,1125,flexible,2496.0,0.0,0.0,0,1,"Hong Kong, New Territories, Hong Kong",,Yuen Long,HK,Hong Kong,22.42182,114.07642,203977330,Stephen,HK,-,no,no,0.0,29,59,89,89,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
A 250m do Metrô (Sans Pena) - AP com 2 quartos,Apartment,Entire home/apt,2.0,3,Real Bed,1.0,7,90,strict_14_with_grace_period,131.0,1000.0,180.0,0,1,"Tijuca, Rio de Janeiro, Brazil",Tijuca,Tijuca,BR,Rio De Janeiro,-22.92706116427369,-43.231450171626776,40060260,Maneco ( Luis Manuel Jordão Elias),"Valença, Rio de Janeiro, Brazil",Tijuca,no,no,100.0,22,52,82,172,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Casa familiar para Carnaval. Próximo a tudo.,House,Entire home/apt,1.0,3,Real Bed,2.0,2,4,flexible,601.0,0.0,0.0,0,1,"Santa Teresa, Rio de Janeiro, Brazil",Santa Teresa,Santa Teresa,BR,Rio De Janeiro,-22.91938531021508,-43.19190490176507,168023555,Heloisa,"Centro, State of Rio de Janeiro, Brazil",-,no,no,100.0,0,1,1,32,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Copacabana 3 quartos SF,Apartment,Entire home/apt,3.0,3,Real Bed,1.5,7,1125,strict_14_with_grace_period,1201.0,1500.0,150.0,0,6,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,BR,Rio De Janeiro,-22.982793034246036,-43.19515331594631,4255118,Ricardo,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,yes,no,93.0,15,45,75,75,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Perfect Location! Suite Room 1 min from La Rambla,Apartment,Private room,1.0,1,Real Bed,1.0,1,1125,strict_14_with_grace_period,80.0,150.0,35.0,0,1,"Barcelona, Catalunya, Spain",Ciutat Vella,el Raval,ES,Barcelona,41.37804,2.17498,240567676,Aldo,ES,El Raval,no,no,96.0,7,29,59,269,8,10,8,8,10,8,100,2
Super Central Double Room & Free Breakfast (A),Bed and breakfast,Private room,1.0,1,Real Bed,2.0,1,1125,flexible,25.0,0.0,0.0,0,1,"Barcelona, CT, Spain",Sant Antoni,Sant Antoni,ES,Barcelona,41.38468,2.1621,240631090,Maria,"Barcelona, Catalonia, Spain",-,no,no,99.0,5,16,29,100,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
× BARCELONA RAMBLAS PLAZA REAL ×,Apartment,Entire home/apt,1.0,3,Real Bed,1.0,2,1125,strict_14_with_grace_period,39.0,0.0,50.0,10,2,"Barcelona, Catalunya, Spain",Ciutat Vella,el Barri Gòtic,ES,Barcelona,41.38016,2.1781,127701734,Pe,"Barcelona, Catalonia, Spain",-,no,no,100.0,0,5,19,278,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Enjoy TAKSIM and SULTANAHMET !.. (2),Apartment,Entire home/apt,1.0,2,Real Bed,1.0,1,1125,flexible,316.0,0.0,0.0,42,2,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,TR,Istanbul,41.03832,28.98162,1605466,Kerem,"Istanbul, Istanbul, Turkey",Taksim,yes,yes,100.0,27,44,73,346,9,9,9,10,10,10,100,695
Ultima Hora para Copa Alzirão,Apartment,Entire home/apt,2.0,2,Real Bed,2.0,1,1125,flexible,601.0,0.0,0.0,0,1,"Rio, Rio de Janeiro, Brazil",Tijuca,Tijuca,BR,Rio De Janeiro,-22.92243301881654,-43.22350821808652,16288086,Marcus,"Rio, Rio de Janeiro, Brazil",Tijuca,no,no,0.0,0,0,0,0,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Modern & Cosy 3BD in Ramblas *Balcony,Apartment,Entire home/apt,3.0,3,Real Bed,2.0,2,1125,moderate,120.0,300.0,80.0,20,7,"Barcelona, Spain",Ciutat Vella,el Barri Gòtic,ES,Barcelona,41.37924,2.17803,32037490,SweetInn,"Barcelona, Catalonia, Spain",Dreta de l'Eixample,no,no,100.0,12,42,72,276,10,10,10,10,9,8,90,2
"Luxury in RIO, 420 m2 - Room 3",Hostel,Private room,1.0,1,Real Bed,1.0,2,30,moderate,933.0,1865.0,0.0,0,2,"Rio de Janeiro, Rio de Janeiro, Brazil",Santa Teresa,Santa Teresa,BR,Rio De Janeiro,-22.925010251668844,-43.19106890468637,1572599,Marilia,"Rio de Janeiro, Rio de Janeiro, Brazil",Santa Teresa,yes,no,100.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Copacabana cobertura,Apartment,Entire home/apt,2.0,4,Real Bed,1.0,5,5,flexible,1499.0,0.0,0.0,0,1,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,BR,Rio De Janeiro,-22.968370827079838,-43.18821833384025,241453108,Paulo,BR,Copacabana,no,no,0.0,6,6,6,6,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Chambre dans Spa house,Townhouse,Private room,2.0,5,Real Bed,1.0,1,1125,flexible,60.0,1000.0,40.0,25,2,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,CA,Montreal,45.53258,-73.58543,1863423,Patrick,"Montreal, Quebec, Canada",Le Plateau,yes,no,100.0,29,59,89,330,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"Quarto um mes disponivel, fevereiro ate o carnaval",Apartment,Private room,1.0,1,Real Bed,1.0,1,1125,flexible,78.0,0.0,0.0,0,1,"Centro, Rio de Janeiro, Brazil",Centro,Centro,BR,Rio De Janeiro,-22.9072681760141,-43.18672444219647,51406489,Samuel,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Centro,no,no,0.0,27,27,27,27,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Cantinho aconchegante no Recreio <3,Apartment,Entire home/apt,2.0,3,Real Bed,2.0,2,1125,flexible,201.0,0.0,0.0,0,1,"Recreio dos Bandeirantes, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Recreio dos Bandeirantes,BR,Rio De Janeiro,-23.02419318876795,-43.512240992686074,241331072,Emanuelle,BR,Recreio dos Bandeirantes,no,no,0.0,24,54,84,174,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
CENTRAL APARTMENT 1min to RAMBLAS,Apartment,Entire home/apt,2.0,4,Real Bed,1.0,2,1125,strict_14_with_grace_period,150.0,0.0,50.0,0,1,"Barcelona, Catalunya, Spain",El Raval,el Raval,ES,Barcelona,41.38539,2.16619,241501039,Aida,"Barcelona, Catalonia, Spain",El Gòtic,no,no,100.0,9,24,48,73,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Free Parking! North Star Flats @ São João,Apartment,Entire home/apt,2.0,4,Real Bed,1.5,2,1125,strict_14_with_grace_period,95.0,0.0,30.0,15,4,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PT,Porto,41.1438,-8.60926,65558390,Maria Fernando,"Porto, Porto District, Portugal",-,yes,yes,100.0,18,35,54,291,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Large 1-bedroom in Brooklyn,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,7,1125,flexible,115.0,500.0,0.0,0,1,"Brooklyn, NY, United States",Brooklyn,Clinton Hill,US,New York,40.68331,-73.96568,16306708,Melissa,"New York, New York, United States",Clinton Hill,yes,no,0.0,0,0,0,0,9,8,9,10,8,8,83,5135
"GORGEOUS 1B IN LEBLON , GREAT VIEWS",Apartment,Entire home/apt,1.0,1,Real Bed,1.0,4,1125,strict_14_with_grace_period,261.0,0.0,130.0,0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Leblon,Leblon,BR,Rio De Janeiro,-22.984207572947607,-43.216320091075,16104112,Felipe,"Rio de Janeiro, State of Rio de Janeiro, Brazil",-,yes,no,29.0,21,51,81,356,10,10,10,10,10,10,100,2064
Barcelona - Urquinaona,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,5,1125,strict_14_with_grace_period,300.0,0.0,0.0,0,4,"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,ES,Barcelona,41.39271,2.17797,99038139,Suites4days,"Barcelona, Catalonia, Spain",Dreta de l'Eixample,no,no,98.0,0,0,0,29,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"Quarto c/ Metro à porta, perto do centro do Porto",Condominium,Private room,2.0,2,Real Bed,1.0,2,7,flexible,50.0,0.0,20.0,0,1,"Vila Nova de Gaia, Porto, Portugal",,Santa Marinha e São Pedro da Afurada,PT,Porto,41.13279,-8.60777,40890096,Daniela,"Vila Nova de Gaia, Porto District, Portugal",-,no,no,0.0,17,31,60,85,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Apartamento Miami - Francelos  V.N. Gaia,Apartment,Entire home/apt,2.0,3,Real Bed,1.0,2,15,flexible,75.0,0.0,0.0,0,1,"Vila Nova de Gaia, Portugal",,Gulpilhares e Valadares,PT,Porto,41.08029,-8.64576,241735685,Jose,PT,-,no,no,0.0,30,60,90,186,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Ham Tim Village apartment & Rooftop near the beach,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,3,1125,flexible,769.0,0.0,0.0,0,1,"Hong Kong, Hong Kong",,Islands,HK,Hong Kong,22.23868,113.98262,1500929,Juan,"New York, New York, United States",-,no,no,67.0,2,27,30,30,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Molton Design Studio Rooms,Boutique hotel,Private room,2.0,2,Real Bed,2.0,1,120,strict_14_with_grace_period,169.0,0.0,0.0,0,1,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,TR,Istanbul,41.03344,28.991,241831716,Harun,TR,Taksim,no,no,0.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Nezih bir ortam,Serviced apartment,Entire home/apt,2.0,2,Real Bed,1.0,1,1125,flexible,148.0,0.0,0.0,0,1,"Üsküdar, İstanbul, Turkey",Şişli,Sisli,TR,Istanbul,41.07423,28.99161,241866006,Hasan,TR,-,no,no,0.0,29,59,89,364,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
